exp_id,gps_eps_m,gps_min_samples,embed_name,sim_th,knn_k,geo_max_features,geo_ratio,geo_ransac_thresh,geo_min_matches,geo_score_th,n_photos,n_gps_clusters,n_scene_clusters,time_gps_dbscan,time_embedding_geo,silhouette,davies_bouldin,ARI,NMI
exp_000_APGeM_eps10.0_geo0.2,10.0,3,APGeM,0.65,10,1500,0.7,4.0,10,0.2,23,2,2,0.0020308750681579113,109.82568437489681,0.11485011875629425,2.763617071704872,0.18680645901890258,0.48713121823063094
exp_001_APGeM_eps10.0_geo0.25,10.0,3,APGeM,0.65,10,1500,0.72,4.0,10,0.25,23,2,2,0.0009004171006381512,109.55381666705944,0.11485011875629425,2.763617071704872,0.18680645901890258,0.48713121823063094
exp_002_APGeM_eps10.0_geo0.25,10.0,3,APGeM,0.65,10,1500,0.74,4.0,10,0.25,23,2,2,0.0009272079914808273,109.01714329211973,0.11485011875629425,2.763617071704872,0.18680645901890258,0.48713121823063094
exp_003_CLIP_eps10.0_geo0.2,10.0,3,CLIP,0.6,10,1500,0.7,4.0,10,0.2,23,2,2,0.0007952922023832798,109.48184379097074,0.287335604429245,1.8938525972005398,0.18680645901890258,0.48713121823063094
exp_004_CLIP_eps10.0_geo0.25,10.0,3,CLIP,0.6,10,1500,0.72,4.0,10,0.25,23,2,2,0.0007943750824779272,109.6686664589215,0.287335604429245,1.8938525972005398,0.18680645901890258,0.48713121823063094
exp_005_CLIP_eps10.0_geo0.25,10.0,3,CLIP,0.6,10,1500,0.74,4.0,10,0.25,23,2,2,0.0008170830551534891,109.12614720896818,0.287335604429245,1.8938525972005398,0.18680645901890258,0.48713121823063094
exp_006_APGeM+CLIP_eps10.0_geo0.2,10.0,3,APGeM+CLIP,0.65,10,1500,0.7,4.0,10,0.2,23,2,2,0.0007022921927273273,113.08028266695328,0.12645098567008972,2.6858194701066673,0.18680645901890258,0.48713121823063094
exp_007_APGeM+CLIP_eps10.0_geo0.25,10.0,3,APGeM+CLIP,0.65,10,1500,0.72,4.0,10,0.25,23,2,2,0.0009030408691614866,113.82175912498496,0.12645098567008972,2.6858194701066673,0.18680645901890258,0.48713121823063094
exp_008_APGeM+CLIP_eps10.0_geo0.25,10.0,3,APGeM+CLIP,0.65,10,1500,0.74,4.0,10,0.25,23,2,2,0.0009013339877128601,112.46070645819418,0.12645098567008972,2.6858194701066673,0.18680645901890258,0.48713121823063094
